student;algo_type;PenID;Date;Time;TagID;BirdID;Zone;VideoAnalyse;Comment;next_was_missed;last_zone_longer_than_60sec;duration_MissedTransition;systemgantnerid;is_first_observation;useless_zone;signalstrength;zone2;signalstzone2;zone3;signalstrzone3;zone4;signalstrzone4;BatchID
Masha;cleaning;10;17.10.2020;14:30:17;117;10sp;Tier 2 (mini 10);0;covered area z1 between BG and AKB;;;;2;;6;3;0;0;0;0;0;0;
Masha;cleaning;10;17.10.2020;14:30:29;117;10sp;Tier 2 + untere Stange;0;covered area z1 between BG and AKB;;;;2;;2;3;6;2;0;0;0;0;
Masha;cleaning;10;17.10.2020;14:31:27;117;10sp;Tier 1;1;;;;;2;;1;16;6;2;2;1;0;0;
Masha;cleaning;10;17.10.2020;14:32:06;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;17;1;12;6;4;0;0;
Masha;cleaning;10;17.10.2020;14:32:19;117;10sp;Tier 3 Rampe + Nestbox;1;;;;;2;;3;17;2;16;4;9;1;5;
Masha;cleaning;10;17.10.2020;14:44:48;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;17;3;15;4;10;6;5;
Masha;cleaning;10;17.10.2020;14:46:43;117;10sp;Tier 2 (mini 10);1;;;;;2;;6;11;2;9;3;3;0;0;
Masha;cleaning;10;17.10.2020;14:47:02;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;9;6;7;0;0;0;0;
Masha;cleaning;10;17.10.2020;14:47:49;117;10sp;Tier 2 (mini 10);1;;;;;2;;6;8;2;6;1;2;0;0;
Masha;cleaning;10;17.10.2020;14:51:07;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;13;4;8;3;7;1;5;
Masha;cleaning;10;17.10.2020;14:52:25;117;10sp;Tier 4 + obere Stange;0;untere stange z2 AKB;;;;2;;4;8;2;7;3;6;1;5;
Masha;cleaning;10;17.10.2020;14:52:46;117;10sp;Tier 3 Rampe + Nestbox;1;;;;;2;;3;15;4;8;2;8;1;5;
Masha;cleaning;10;17.10.2020;14:58:11;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;8;4;7;3;6;1;4;
Masha;cleaning;10;17.10.2020;14:58:37;117;10sp;Tier 1;1;;;;;2;;1;16;2;10;0;0;0;0;
Masha;cleaning;10;17.10.2020;14:59:01;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;17;1;8;4;5;6;3;
Masha;cleaning;10;17.10.2020;15:02:14;117;10sp;Tier 1;1;;;;;2;;1;10;2;8;4;5;6;3;
Masha;cleaning;10;17.10.2020;15:14:25;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;11;6;8;1;5;0;0;
Masha;cleaning;10;17.10.2020;15:14:42;117;10sp;Tier 2 (mini 10);1;;;;;2;;6;10;2;7;1;3;3;2;
Masha;cleaning;10;17.10.2020;15:15:12;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;11;6;8;4;7;3;6;
Masha;cleaning;10;17.10.2020;15:15:20;117;10sp;Tier 3 Rampe + Nestbox;1;;;;;2;;3;15;2;9;4;7;1;5;
Masha;cleaning;10;17.10.2020;15:36:32;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;9;3;7;4;7;1;5;
Masha;cleaning;10;17.10.2020;15:37:02;117;10sp;Tier 2 (mini 10);1;;;;;2;;6;20;2;9;3;7;4;7;
Masha;cleaning;10;17.10.2020;15:37:44;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;11;6;8;0;0;0;0;
Masha;cleaning;10;17.10.2020;15:38:15;117;10sp;Tier 2 (mini 10);1;;;;;2;;6;15;2;10;3;3;0;0;
Masha;cleaning;10;17.10.2020;15:39:05;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;11;6;9;3;4;1;3;
Masha;cleaning;10;17.10.2020;15:39:57;117;10sp;Tier 2 (mini 10);1;;;;;2;;6;18;2;8;3;4;1;3;
Masha;cleaning;10;17.10.2020;15:40:25;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;17;6;6;4;5;1;3;
Masha;cleaning;10;17.10.2020;15:48:41;117;10sp;Tier 1;1;;;;;2;;1;13;0;0;0;0;0;0;
Masha;cleaning;10;17.10.2020;15:59:39;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;9;1;7;4;4;6;2;
Masha;cleaning;10;17.10.2020;16:05:58;117;10sp;Tier 2 (mini 10);1;;;;;2;;6;15;2;12;1;4;3;3;
Masha;cleaning;10;17.10.2020;16:06:24;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;12;6;8;1;2;4;2;
Masha;cleaning;10;17.10.2020;16:07:05;117;10sp;Tier 3 Rampe + Nestbox;1;;;;;2;;3;21;4;9;2;7;1;5;
Masha;cleaning;10;17.10.2020;16:24:15;117;10sp;Tier 4 + obere Stange;0;untere stange z2 AKB;;;;2;;4;8;2;7;3;7;6;5;
Masha;cleaning;10;17.10.2020;16:25:12;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;9;3;8;4;8;6;7;
Masha;cleaning;10;17.10.2020;16:26:18;117;10sp;Tier 2 (mini 10);1;;;;;2;;6;15;2;6;3;3;4;3;
Masha;cleaning;10;17.10.2020;16:26:41;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;11;6;8;0;0;0;0;
Masha;cleaning;10;17.10.2020;16:27:36;117;10sp;Tier 1;1;;;;;2;;1;14;2;9;0;0;0;0;
Masha;cleaning;10;17.10.2020;16:40:13;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;11;1;6;4;5;6;4;
Masha;cleaning;10;17.10.2020;16:43:59;117;10sp;Tier 2 (mini 10);1;;;;;2;;6;19;2;11;1;5;4;3;
Masha;cleaning;10;17.10.2020;16:44:18;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;12;6;11;3;3;0;0;
Masha;cleaning;10;17.10.2020;16:44:34;117;10sp;Tier 2 (mini 10);1;;;;;2;;6;17;2;9;3;3;0;0;
Masha;cleaning;10;17.10.2020;16:44:47;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;12;6;9;0;0;0;0;
Masha;cleaning;10;17.10.2020;16:44:58;117;10sp;Tier 2 (mini 10);1;;;;;2;;6;19;2;11;3;4;0;0;
Masha;cleaning;10;17.10.2020;16:45:12;117;10sp;Tier 2 + untere Stange;1;;;;;2;;2;11;6;9;1;3;3;2;
Masha;cleaning;10;17.10.2020;16:46:00;117;10sp;Tier 4 + obere Stange;0;untere stange z2 AKB;;;;2;;4;9;2;8;3;6;1;5;
Masha;cleaning;10;17.10.2020;16:46:06;117;10sp;Tier 3 Rampe + Nestbox;1;;;;;2;;3;13;4;9;2;8;1;5;
Masha;cleaning;10;17.10.2020;16:59:15;117;10sp;Tier 2 + untere Stange;-1;camera black and white;;;;2;;2;12;6;10;3;8;4;7;
Masha;cleaning;10;17.10.2020;16:59:56;117;10sp;Tier 1;-1;camera black and white;;;;2;;1;12;0;0;0;0;0;0;
Masha;cleaning;10;17.10.2020;17:03:13;117;10sp;Tier 2 + untere Stange;-1;camera black and white;;;;2;;2;18;1;13;4;7;6;3;
Masha;cleaning;;;;;;;;;;;;;;;;;;;;;;
Masha;cleaning;;;;;;;;;;;;;;;;;;;;;;
Masha;cleaning;8;17.10.2020;15:04:06;86;8wp;Tier 3 Rampe + Nestbox;1;;;;;3;;3;17;10;1;5;;;;
Masha;cleaning;8;17.10.2020;15:04:13;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;16;11;1;7;;;;
Masha;cleaning;8;17.10.2020;15:04:36;86;8wp;Tier 3 Rampe + Nestbox;1;;;;;3;;3;16;10;1;4;;;;
Masha;cleaning;8;17.10.2020;15:04:54;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;16;15;4;11;;;;
Masha;cleaning;8;17.10.2020;15:05:01;86;8wp;Tier 1;1;;;;;3;;1;15;3;0;0;;;;
Masha;cleaning;8;17.10.2020;15:23:46;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;15;11;3;6;;;;
Masha;cleaning;8;17.10.2020;15:24:21;86;8wp;Tier 4 + obere Stange;1;;;;;3;;4;17;5;1;5;;;;
Masha;cleaning;8;17.10.2020;15:36:21;86;8wp;Tier 3 Rampe + Nestbox;1;;;;;3;;3;17;10;1;3;;;;
Masha;cleaning;8;17.10.2020;15:36:31;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;17;11;1;7;;;;
Masha;cleaning;8;17.10.2020;15:37:39;86;8wp;Tier 3 Rampe + Nestbox;1;;;;;3;;3;19;11;1;7;;;;
Masha;cleaning;8;17.10.2020;15:41:32;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;16;8;1;7;;;;
Masha;cleaning;8;17.10.2020;15:45:31;86;8wp;Tier 2 (mini 8);1;;;;;3;;6;17;7;1;3;;;;
Masha;cleaning;8;17.10.2020;15:45:44;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;10;3;1;3;;;;
Masha;cleaning;8;17.10.2020;15:46:38;86;8wp;Tier 2 (mini 8);1;;;;;3;;6;12;6;1;4;;;;
Masha;cleaning;8;17.10.2020;15:47:01;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;8;4;1;2;;;;
Masha;cleaning;8;17.10.2020;15:47:34;86;8wp;Tier 2 (mini 8);1;;;;;3;;6;10;6;1;4;;;;
Masha;cleaning;8;17.10.2020;15:47:38;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;12;5;1;4;;;;
Masha;cleaning;8;17.10.2020;15:48:21;86;8wp;Tier 1;1;;;;;3;;1;17;3;0;0;;;;
Masha;cleaning;8;17.10.2020;15:56:00;86;8wp;Tier 4 + obere Stange;0;einstreu z1 BG next to door;;;;3;;4;3;0;0;0;;;;
Masha;cleaning;8;17.10.2020;15:56:02;86;8wp;Tier 1;1;;;;;3;;1;11;0;0;0;;;;
Masha;cleaning;8;17.10.2020;16:06:58;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;15;7;6;2;;;;
Masha;cleaning;8;17.10.2020;16:07:47;86;8wp;Tier 4 + obere Stange;1;;;;;3;;4;17;8;1;7;;;;
Masha;cleaning;8;17.10.2020;16:14:07;86;8wp;Tier 1;1;;;;;3;;1;19;8;0;0;;;;
Masha;cleaning;8;17.10.2020;16:29:57;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;14;8;3;2;;;;
Masha;cleaning;8;17.10.2020;16:30:28;86;8wp;Tier 3 Rampe + Nestbox;1;;;;;3;;3;17;11;1;7;;;;
Masha;cleaning;8;17.10.2020;16:31:29;86;8wp;Tier 4 + obere Stange;1;;;;;3;;4;17;10;1;5;;;;
Masha;cleaning;8;17.10.2020;16:45:49;86;8wp;Tier 3 Rampe + Nestbox;1;;;;;3;;3;17;7;1;2;;;;
Masha;cleaning;8;17.10.2020;16:46:47;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;16;11;1;7;;;;
Masha;cleaning;8;17.10.2020;16:47:21;86;8wp;Tier 1;1;;;;;3;;1;12;0;0;0;;;;
Masha;cleaning;8;17.10.2020;17:03:31;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;17;10;3;7;;;;
Masha;cleaning;;;;;;;;;;;;;;;;;;;;;;
Masha;cleaning;;;;;;;;;;;;;;;;;;;;;;
Masha;cleaning;8;15.10.2020;15:12:52;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;16;8;6;3;;;;
Masha;cleaning;8;15.10.2020;15:17:58;86;8wp;Tier 1;1;;;;;3;;1;18;7;6;2;;;;
Masha;cleaning;8;15.10.2020;15:44:39;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;16;8;6;2;;;;
Masha;cleaning;8;15.10.2020;15:45:14;86;8wp;Tier 3 Rampe + Nestbox;1;;;;;3;;3;16;11;1;9;;;;
Masha;cleaning;8;15.10.2020;15:45:47;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;12;8;1;7;;;;
Masha;cleaning;8;15.10.2020;15:47:10;86;8wp;Tier 3 Rampe + Nestbox;1;;;;;3;;3;17;11;1;7;;;;
Masha;cleaning;8;15.10.2020;15:47:49;86;8wp;Tier 4 + obere Stange;1;;;;;3;;4;17;6;1;5;;;;
Masha;cleaning;8;15.10.2020;15:49:11;86;8wp;Tier 1;1;;;;;3;;1;18;3;3;3;;;;
Masha;cleaning;8;15.10.2020;15:52:30;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;16;8;0;0;;;;
Masha;cleaning;8;15.10.2020;15:54:11;86;8wp;Tier 2 (mini 8);1;;;;;3;;6;14;7;1;2;;;;
Masha;cleaning;8;15.10.2020;15:54:47;86;8wp;Tier 1;1;;;;;3;;1;18;12;4;5;;;;
Masha;cleaning;8;15.10.2020;15:57:02;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;15;9;6;2;;;;
Masha;cleaning;8;15.10.2020;16:00:07;86;8wp;Tier 1;1;;;;;3;;1;15;4;6;2;;;;
Masha;cleaning;8;15.10.2020;16:13:53;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;15;7;3;2;;;;
Masha;cleaning;8;15.10.2020;16:15:13;86;8wp;Tier 1;1;;;;;3;;1;17;8;0;0;;;;
Masha;cleaning;8;15.10.2020;16:27:08;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;14;8;0;0;;;;
Masha;cleaning;8;15.10.2020;16:27:35;86;8wp;Tier 1;1;;;;;3;;1;17;5;6;3;;;;
Masha;cleaning;8;15.10.2020;16:28:00;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;16;11;3;6;;;;
Masha;cleaning;8;15.10.2020;16:28:29;86;8wp;Tier 3 Rampe + Nestbox;1;;;;;3;;3;19;7;4;6;;;;
Masha;cleaning;8;15.10.2020;16:43:47;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;15;8;1;6;;;;
Masha;cleaning;8;15.10.2020;16:49:05;86;8wp;Tier 1;1;;;;;3;;1;16;7;0;0;;;;
Masha;cleaning;8;15.10.2020;16:53:27;86;8wp;Tier 2 + untere Stange;1;;;;;3;;2;15;6;6;2;;;;
Masha;cleaning;8;15.10.2020;16:55:56;86;8wp;Tier 2 (mini 8);-1;no colours on camera anymore;;;;3;;6;9;4;0;0;;;;
Masha;cleaning;8;15.10.2020;16:56:35;86;8wp;Tier 2 + untere Stange;-1;no colours on camera anymore;;;;3;;2;9;5;1;3;;;;
Masha;cleaning;8;15.10.2020;16:56:45;86;8wp;Tier 2 (mini 8);-1;no colours on camera anymore;;;;3;;6;16;5;1;3;;;;
Masha;cleaning;8;15.10.2020;16:57:25;86;8wp;Tier 2 + untere Stange;-1;no colours on camera anymore;;;;3;;2;10;3;1;2;;;;
Masha;cleaning;8;15.10.2020;16:57:53;86;8wp;Tier 2 (mini 8);-1;no colours on camera anymore;;;;3;;6;13;5;1;3;;;;
Masha;cleaning;8;15.10.2020;16:58:03;86;8wp;Tier 2 + untere Stange;-1;no colours on camera anymore;;;;3;;2;11;6;1;3;;;;
Masha;cleaning;8;15.10.2020;16:59:30;86;8wp;Tier 2 (mini 8);-1;no colours on camera anymore;;;;3;;6;13;7;1;3;;;;
Masha;cleaning;8;15.10.2020;17:00:05;86;8wp;Tier 2 + untere Stange;-1;no colours on camera anymore;;;;3;;2;10;5;1;3;;;;
Masha;cleaning;8;15.10.2020;17:00:27;86;8wp;Tier 2 (mini 8);-1;no colours on camera anymore;;;;3;;6;10;5;1;4;;;;
Masha;cleaning;8;15.10.2020;17:00:38;86;8wp;Tier 2 + untere Stange;-1;no colours on camera anymore;;;;3;;2;10;5;1;5;;;;
Masha;cleaning;8;15.10.2020;17:01:57;86;8wp;Tier 1;-1;no colours on camera anymore;;;;3;;1;17;3;3;2;;;;
Masha;cleaning;;;;;;;;;;;;;;;;;;;;;;
Masha;cleaning;;;;;;;;;;;;;;;;;;;;;;
Masha;cleaning;0;15.10.2020;11:50:28;46;5gp;Tier 2 + untere Stange;0;flickering;;;;1;;2;11;4;9;1;4;3;3;
Masha;cleaning;5;15.10.2020;11:51:14;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;1;4;3;3;
Masha;cleaning;5;15.10.2020;11:52:11;46;5gp;Tier 2 + untere Stange;0;flickering;;;;1;;2;10;4;9;3;4;1;4;
Masha;cleaning;5;15.10.2020;11:53:04;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;11;2;8;3;5;1;4;
Masha;cleaning;5;15.10.2020;11:55:36;46;5gp;Tier 2 + untere Stange;0;flickering;;;;1;;2;11;4;10;1;5;3;4;
Masha;cleaning;5;15.10.2020;11:56:00;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;8;3;4;1;4;
Masha;cleaning;5;15.10.2020;11:56:32;46;5gp;Tier 2 + untere Stange;0;flickering;;;;1;;2;10;4;9;3;4;1;4;
Masha;cleaning;5;15.10.2020;11:56:36;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;9;2;7;3;4;1;4;
Masha;cleaning;5;15.10.2020;11:57:16;46;5gp;Tier 2 + untere Stange;0;flickering;;;;1;;2;9;3;5;1;4;0;0;
Masha;cleaning;5;15.10.2020;11:57:22;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;9;2;8;1;4;3;4;
Masha;cleaning;5;15.10.2020;11:59:06;46;5gp;Tier 2 + untere Stange;0;flickering;;;;1;;2;11;4;9;1;4;3;4;
Masha;cleaning;5;15.10.2020;12:00:19;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;3;5;1;5;
Masha;cleaning;5;15.10.2020;12:01:32;46;5gp;Tier 2 + untere Stange;0;flickering;;;;1;;2;11;4;10;1;5;3;4;
Masha;cleaning;5;15.10.2020;12:02:45;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;3;5;1;4;
Masha;cleaning;5;15.10.2020;12:02:51;46;5gp;Tier 2 + untere Stange;0;flickering;;;;1;;2;11;4;10;1;5;3;4;
Masha;cleaning;5;15.10.2020;12:05:36;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;8;1;5;3;5;
Masha;cleaning;5;15.10.2020;12:06:45;46;5gp;Tier 2 + untere Stange;0;flickering;;;;1;;2;11;4;10;1;5;3;5;
Masha;cleaning;5;15.10.2020;12:08:09;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;3;4;1;4;
Masha;cleaning;5;15.10.2020;12:09:04;46;5gp;Tier 2 + untere Stange;0;flickering;;;;1;;2;11;4;10;3;5;1;5;
Masha;cleaning;5;15.10.2020;12:09:26;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;1;5;3;4;
Masha;cleaning;5;15.10.2020;12:09:58;46;5gp;Tier 2 + untere Stange;0;flickering;;;;1;;2;11;4;10;1;5;3;5;
Masha;cleaning;5;15.10.2020;12:10:21;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;8;3;5;1;4;
Masha;cleaning;5;15.10.2020;12:10:47;46;5gp;Tier 2 + untere Stange;0;flickering;;;;1;;2;12;4;9;3;5;1;4;
Masha;cleaning;5;15.10.2020;12:11:20;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;1;4;3;3;
Masha;cleaning;5;15.10.2020;12:17:19;46;5gp;Tier 3 Rampe + Nestbox;0;flickering;;;;1;;3;3;0;0;0;0;0;0;
Masha;cleaning;5;15.10.2020;12:17:24;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;9;3;3;0;0;0;0;
Masha;cleaning;5;15.10.2020;12:22:43;46;5gp;Tier 3 Rampe + Nestbox;1;;;;;1;;3;14;4;11;2;5;1;3;
Masha;cleaning;5;15.10.2020;12:26:01;46;5gp;Tier 2 + untere Stange;1;;;;;1;;2;13;3;11;8;3;4;2;
Masha;cleaning;5;15.10.2020;12:28:44;46;5gp;Tier 1;0;on lupper step of ladder AKB;;;;1;;1;11;2;10;0;0;0;0;
Masha;cleaning;5;15.10.2020;12:29:18;46;5gp;Tier 2 + untere Stange;1;;;;;1;;2;11;1;10;8;2;4;2;
Masha;cleaning;5;15.10.2020;12:29:59;46;5gp;Tier 1;1;;;;;1;;1;13;2;11;8;2;0;0;
Masha;cleaning;5;15.10.2020;13:23:16;46;5gp;Tier 2 + untere Stange;1;;;;;1;;2;17;1;16;0;0;0;0;
Masha;cleaning;5;15.10.2020;13:44:40;46;5gp;Tier 2 (mini 5);1;;;;;1;;8;13;2;12;1;5;0;0;
Masha;cleaning;5;15.10.2020;13:51:10;46;5gp;Tier 2 + untere Stange;1;;;;;1;;2;11;8;7;1;4;0;0;
Masha;cleaning;5;15.10.2020;13:59:52;46;5gp;Tier 2 (mini 5);1;;;;;1;;8;9;2;7;1;3;0;0;
Masha;cleaning;5;15.10.2020;14:02:19;46;5gp;Tier 2 + untere Stange;1;;;;;1;;2;20;8;11;4;5;1;5;
Masha;cleaning;5;15.10.2020;14:04:23;46;5gp;Tier 3 Rampe + Nestbox;1;;;;;1;;3;13;2;11;4;3;1;2;
Masha;cleaning;5;15.10.2020;14:04:39;46;5gp;Tier 2 + untere Stange;0;flickering, obere stange z4 BG;;;;1;;2;11;4;10;3;8;1;5;
Masha;cleaning;5;15.10.2020;14:06:15;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;1;5;3;4;
Masha;cleaning;5;15.10.2020;14:06:23;46;5gp;Tier 2 + untere Stange;0;flickering, obere stange z4 BG;;;;1;;2;11;4;10;3;5;1;5;
Masha;cleaning;5;15.10.2020;14:15:28;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;11;2;8;3;4;1;3;
Masha;cleaning;5;15.10.2020;14:15:49;46;5gp;Tier 2 + untere Stange;0;flickering, obere stange z4 BG;;;;1;;2;12;4;10;3;4;1;3;
Masha;cleaning;5;15.10.2020;14:17:13;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;3;4;1;4;
Masha;cleaning;5;15.10.2020;14:17:36;46;5gp;Tier 2 + untere Stange;0;flickering, obere stange z4 BG;;;;1;;2;11;4;10;3;4;1;4;
Masha;cleaning;5;15.10.2020;14:19:17;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;3;5;1;4;
Masha;cleaning;5;15.10.2020;14:20:30;46;5gp;Tier 2 + untere Stange;0;flickering, obere stange z4 BG;;;;1;;2;11;4;10;3;4;1;4;
Masha;cleaning;5;15.10.2020;14:27:49;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;8;3;5;1;5;
Masha;cleaning;5;15.10.2020;14:27:58;46;5gp;Tier 2 + untere Stange;0;flickering, obere stange z4 BG;;;;1;;2;11;4;10;3;5;1;5;
Masha;cleaning;5;15.10.2020;14:31:11;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;3;5;1;5;
Masha;cleaning;5;15.10.2020;14:31:22;46;5gp;Tier 2 + untere Stange;0;flickering, obere stange z4 BG;;;;1;;2;11;4;10;3;6;1;5;
Masha;cleaning;5;15.10.2020;14:33:49;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;9;2;5;1;4;3;3;
Masha;cleaning;5;15.10.2020;14:33:52;46;5gp;Tier 2 + untere Stange;0;flickering, obere stange z4 BG;;;;1;;2;11;4;9;1;4;3;3;
Masha;cleaning;5;15.10.2020;14:34:09;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;9;2;7;1;3;3;3;
Masha;cleaning;5;15.10.2020;14:34:20;46;5gp;Tier 2 + untere Stange;0;flickering, obere stange z4 BG;;;;1;;2;10;4;9;1;4;3;3;
Masha;cleaning;5;15.10.2020;14:34:41;46;5gp;Tier 4 + obere Stange;1;jumped to open area z4;;;;1;;4;9;2;6;1;5;3;2;
Masha;cleaning;;;;;;;;;;;;;;;;;;;;;;
Masha;cleaning;;;;;;;;;;;;;;;;;;;;;;
Masha;cleaning;5;18.10.2020;13:08:45;46;5gp;Tier 2 + untere Stange;0;jumped on obere stange z4 BG;;;;1;;2;11;4;10;1;5;3;4;
Masha;cleaning;5;18.10.2020;13:08:56;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;11;2;9;1;5;3;4;
Masha;cleaning;5;18.10.2020;13:11:48;46;5gp;Tier 2 + untere Stange;0;obere stange z4 BG;;;;1;;2;10;4;9;3;4;1;4;
Masha;cleaning;5;18.10.2020;13:12:35;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;9;2;8;3;4;1;4;
Masha;cleaning;5;18.10.2020;13:12:52;46;5gp;Tier 2 + untere Stange;0;obere stange z4 BG;;;;1;;2;11;4;9;3;5;1;5;
Masha;cleaning;5;18.10.2020;13:14:05;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;3;4;1;4;
Masha;cleaning;5;18.10.2020;13:15:46;46;5gp;Tier 2 + untere Stange;0;obere stange z4 BG;;;;1;;2;10;4;9;3;5;1;4;
Masha;cleaning;5;18.10.2020;13:16:46;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;8;3;5;1;4;
Masha;cleaning;5;18.10.2020;13:17:27;46;5gp;Tier 2 + untere Stange;0;obere stange z4 BG;;;;1;;2;10;4;9;1;5;3;5;
Masha;cleaning;5;18.10.2020;13:17:46;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;9;2;8;3;5;1;5;
Masha;cleaning;5;18.10.2020;13:18:24;46;5gp;Tier 2 + untere Stange;0;obere stange z4 BG;;;;1;;2;11;4;9;1;5;3;5;
Masha;cleaning;5;18.10.2020;13:18:55;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;3;5;1;5;
Masha;cleaning;5;18.10.2020;13:19:57;46;5gp;Tier 2 + untere Stange;0;obere stange z4 BG;;;;1;;2;11;4;10;3;5;1;5;
Masha;cleaning;5;18.10.2020;13:20:59;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;3;5;1;5;
Masha;cleaning;5;18.10.2020;13:21:12;46;5gp;Tier 2 + untere Stange;0;obere stange z4 BG;;;;1;;2;11;4;10;3;5;1;4;
Masha;cleaning;5;18.10.2020;13:21:34;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;3;5;1;5;
Masha;cleaning;5;18.10.2020;13:21:51;46;5gp;Tier 2 + untere Stange;0;obere stange z4 BG;;;;1;;2;10;4;9;3;5;1;5;
Masha;cleaning;5;18.10.2020;13:21:57;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;9;3;5;1;5;0;0;
Masha;cleaning;5;18.10.2020;13:22:32;46;5gp;Tier 2 + untere Stange;0;obere stange z4 BG;;;;1;;2;10;4;9;3;5;1;4;
Masha;cleaning;5;18.10.2020;13:24:29;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;8;3;5;1;4;
Masha;cleaning;5;18.10.2020;13:25:23;46;5gp;Tier 2 + untere Stange;0;obere stange z4 BG;;;;1;;2;11;4;9;1;5;3;5;
Masha;cleaning;5;18.10.2020;13:26:16;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;9;2;8;3;5;1;5;
Masha;cleaning;5;18.10.2020;13:26:30;46;5gp;Tier 2 + untere Stange;0;obere stange z4 BG;;;;1;;2;9;1;5;3;5;0;0;
Masha;cleaning;5;18.10.2020;13:26:33;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;1;5;3;5;
Masha;cleaning;5;18.10.2020;13:26:38;46;5gp;Tier 2 + untere Stange;0;obere stange z4 BG;;;;1;;2;11;4;10;3;5;1;5;
Masha;cleaning;5;18.10.2020;13:26:49;46;5gp;Tier 4 + obere Stange;1;;;;;1;;4;10;2;9;3;5;1;4;
Masha;cleaning;5;18.10.2020;13:26:56;46;5gp;Tier 2 + untere Stange;0;obere stange z4 BG;;;;1;;2;11;4;10;1;5;3;5;
